,Estacion,Year,Mes,Valor_prom
1292,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1977,9,
1293,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1977,10,
1294,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1977,11,
1295,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1977,12,
1296,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,1,
1297,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,2,
1298,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,3,
1299,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,4,
1300,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,5,
1301,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,6,
1302,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,7,
1303,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,8,
1304,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,9,
1305,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,10,
1306,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,11,
1307,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1978,12,
1308,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,1,
1309,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,2,
1310,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,3,
1311,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,4,
1312,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,5,
1313,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,6,
1314,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,7,
1315,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,8,
1316,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,9,
1317,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,10,
1318,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,11,
1319,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1979,12,
1320,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,1,
1321,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,2,
1322,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,3,
1323,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,4,
1324,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,5,
1325,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,6,
1326,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,7,
1327,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,8,
1328,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,9,
1329,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,10,
1330,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,11,
1331,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1980,12,
1332,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,1,
1333,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,2,
1334,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,3,
1335,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,4,
1336,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,5,
1337,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,6,
1338,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,7,
1339,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,8,
1340,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,9,
1341,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,10,
1342,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,11,
1343,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1981,12,
1344,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,1,
1345,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,2,
1346,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,3,
1347,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,4,
1348,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,5,
1349,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,6,
1350,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,7,
1351,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,8,
1352,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,9,
1353,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,10,
1354,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,11,
1355,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1982,12,
1356,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,1,
1357,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,2,
1358,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,3,
1359,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,4,
1360,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,5,
1361,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,6,
1362,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,7,
1363,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,8,
1364,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,9,
1365,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,10,
1366,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,11,
1367,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1983,12,
1368,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,1,
1369,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,2,
1370,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,3,
1371,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,4,
1372,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,5,
1373,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,6,
1374,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,7,
1375,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,8,
1376,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,9,
1377,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,10,
1378,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,11,
1379,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1984,12,
1380,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,1,
1381,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,2,
1382,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,3,
1383,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,4,
1384,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,5,
1385,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,6,
1386,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,7,
1387,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,8,
1388,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,9,
1389,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,10,
1390,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,11,
1391,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1985,12,
1392,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,1,
1393,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,2,
1394,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,3,
1395,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,4,
1396,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,5,
1397,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,6,
1398,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,7,
1399,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,8,
1400,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,9,
1401,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,10,
1402,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,11,
1403,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1986,12,
1404,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,1,
1405,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,2,
1406,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,3,
1407,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,4,
1408,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,5,
1409,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,6,
1410,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,7,
1411,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,8,
1412,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,9,
1413,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,10,
1414,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,11,
1415,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1987,12,
1416,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,1,
1417,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,2,
1418,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,3,
1419,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,4,
1420,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,5,
1421,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,6,
1422,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,7,
1423,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,8,
1424,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,9,
1425,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,10,
1426,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,11,
1427,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1988,12,
1428,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,1,
1429,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,2,
1430,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,3,
1431,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,4,
1432,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,5,
1433,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,6,
1434,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,7,
1435,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,8,
1436,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,9,
1437,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,10,
1438,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,11,
1439,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1989,12,
1440,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,1,
1441,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,2,
1442,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,3,
1443,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,4,
1444,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,5,
1445,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,6,
1446,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,7,
1447,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,8,
1448,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,9,
1449,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,10,
1450,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,11,
1451,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1990,12,
1452,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,1,
1453,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,2,
1454,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,3,
1455,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,4,
1456,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,5,
1457,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,6,
1458,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,7,
1459,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,8,
1460,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,9,
1461,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,10,
1462,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,11,
1463,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1991,12,
1464,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,1,
1465,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,2,
1466,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,3,
1467,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,4,
1468,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,5,
1469,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,6,
1470,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,7,
1471,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,8,
1472,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,9,
1473,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,10,
1474,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,11,
1475,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1992,12,
1476,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,1,
1477,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,2,
1478,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,3,
1479,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,4,
1480,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,5,
1481,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,6,
1482,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,7,
1483,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,8,
1484,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,9,
1485,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,10,
1486,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,11,
1487,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1993,12,
1488,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,1,
1489,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,2,
1490,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,3,
1491,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,4,
1492,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,5,
1493,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,6,
1494,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,7,
1495,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,8,
1496,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,9,
1497,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,10,
1498,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,11,
1499,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1994,12,
1500,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,1,
1501,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,2,
1502,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,3,
1503,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,4,
1504,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,5,
1505,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,6,
1506,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,7,
1507,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,8,
1508,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,9,
1509,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,10,
1510,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,11,
1511,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1995,12,
1512,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,1,
1513,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,2,
1514,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,3,
1515,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,4,
1516,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,5,
1517,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,6,
1518,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,7,
1519,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,8,
1520,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,9,
1521,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,10,
1522,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,11,
1523,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1996,12,
1524,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,1,
1525,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,2,
1526,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,3,
1527,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,4,
1528,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,5,
1529,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,6,
1530,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,7,
1531,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,8,
1532,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,9,
1533,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,10,
1534,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,11,
1535,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1997,12,
1536,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,1,
1537,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,2,
1538,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,3,
1539,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,4,
1540,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,5,
1541,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,6,
1542,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,7,
1543,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,8,
1544,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,9,
1545,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,10,
1546,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,11,
1547,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1998,12,
1548,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,1,
1549,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,2,
1550,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,3,
1551,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,4,
1552,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,5,
1553,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,6,
1554,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,7,
1555,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,8,
1556,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,9,
1557,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,10,
1558,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,11,
1559,INSTITUCION AGRICOLA SANTA SOFIA [24015090],1999,12,
1560,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,1,
1561,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,2,
1562,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,3,
1563,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,4,
1564,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,5,
1565,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,6,
1566,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,7,
1567,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,8,
1568,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,9,
1569,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,10,
1570,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,11,
1571,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2000,12,
1572,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,1,
1573,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,2,
1574,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,3,
1575,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,4,
1576,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,5,
1577,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,6,
1578,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,7,
1579,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,8,
1580,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,9,
1581,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,10,
1582,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,11,
1583,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2001,12,
1584,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,1,
1585,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,2,
1586,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,3,
1587,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,4,
1588,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,5,
1589,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,6,
1590,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,7,
1591,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,8,
1592,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,9,
1593,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,10,
1594,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,11,
1595,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2002,12,
1596,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,1,
1597,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,2,
1598,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,3,
1599,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,4,
1600,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,5,
1601,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,6,
1602,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,7,
1603,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,8,
1604,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,9,
1605,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,10,
1606,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,11,
1607,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2003,12,
1608,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,1,
1609,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,2,
1610,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,3,
1611,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,4,
1612,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,5,
1613,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,6,
1614,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,7,
1615,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,8,
1616,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,9,
1617,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,10,
1618,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,11,
1619,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2004,12,
1620,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,1,
1621,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,2,
1622,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,3,
1623,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,4,
1624,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,5,
1625,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,6,
1626,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,7,
1627,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,8,
1628,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,9,
1629,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,10,
1630,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,11,
1631,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2005,12,
1632,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,1,
1633,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,2,
1634,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,3,
1635,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,4,
1636,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,5,
1637,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,6,
1638,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,7,
1639,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,8,
1640,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,9,
1641,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,10,
1642,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,11,
1643,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2006,12,
1644,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,1,
1645,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,2,
1646,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,3,
1647,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,4,
1648,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,5,
1649,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,6,
1650,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,7,
1651,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,8,
1652,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,9,
1653,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,10,
1654,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,11,
1655,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2007,12,
1656,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,1,
1657,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,2,
1658,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,3,
1659,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,4,
1660,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,5,
1661,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,6,
1662,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,7,
1663,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,8,
1664,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,9,
1665,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,10,
1666,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,11,
1667,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2008,12,
1668,INSTITUCION AGRICOLA SANTA SOFIA [24015090],2009,1,
